46240322.778658964,18320048.366920475,36516575.99354721,89280652.41238661,110193980.43079738,60416745.34601828,68976321.3052815,60778710.26815797,68533066.13688071,97727990.41843013,112194903.43021716,106230967.73653953,118793251.97850433,588163.6516595786,20164725.75474624,94191095.28040573,47342395.01203248,24264057.865155168,101109638.93029794,27037332.756027687,96453963.08476928,66298531.130195774,4373225.736101576,118743043.48722439,82706366.28442644,99960075.9226185,106778509.51080035,99227311.94910173,85332089.80038801,44997411.4130952,117781624.06322163,117910603.42764346,122965727.81316115,49623395.72307989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7308770.176789782,95087186.2301398,42879014.2733248,112406337.48215671,14583884.909249267,79069877.58317475,18863024.91354221,96961290.5598948,119451280.16208784,86282209.30136998,81913280.9836929,123496564.13932353,96578195.38313988,88692658.452805,37197310.13590972,11252987.531392347,81513453.55826907,23870181.843027018,107082043.96711224,25627738.917713374,48351057.443134665,34994972.554248884,1725413.6321086772,104522049.35674638,12362897.026887326,38596677.13389449,21169517.00466412,94247465.41395757,20207783.496087078,71674283.06733082,6185490.366028614,56739441.97722383,42947293.820189364,65869926.374082714,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21605344.266666785,33529123.89794203,78662825.21118765,45937983.377506055,76926227.18859923,79114529.23306283,77443265.13181648,48613565.31202835,14513446.937251166,59088529.57245651,8019269.021582083,79127559.5581798,85581914.75305562,5535333.64982914,88446458.41588968,105928125.6985346,60608442.825615264,835536.7559410463,17351205.40490945,119096531.06551273,11109918.585415788,77591358.98741287,64729212.011363044,11822315.372016346,55203808.717670865,112763201.18403016,88597415.2327246,86609621.53454374,46720570.18087428,82376220.83709057,88377957.12526076,92639861.7792003,93347090.17183127,93925615.49574456,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495447.5528963727,115532683.65800853,105865626.76463415,16618932.746959534,70390221.91764407,71627508.6353647,63482276.253443025,102374769.59757961,78374676.86668041,68985321.9518504,38954044.919063725,29685970.437176276,7639363.573896979,25402901.333925374,6663914.3967994535,90978953.43926567,46611503.2706098,81608996.93548082,69012042.76067404,97366374.42640416,26826528.698063105,68373795.5629805,102701232.2753805,60360787.86441728,80685567.42483689,27657559.72899854,95572786.84378272,82590710.39403287,860649.7911722591,84052912.10753267,45804101.66452808,3593273.2971345456,86689385.34820156,11333092.384544643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
72949254.81958386,94102500.95855875,2100778.3217393598,115910533.91787007,92407560.41141577,119433955.35043931,108100053.93358143,106625434.57968694,21362629.191760417,37576220.37383934,62141399.38356591,48589936.65231885,79777371.32342781,11593425.611331834,37100770.83004288,121933355.84889847,64221083.26703015,101058303.357893,60668785.53647425,52436886.44719451,31941433.043934017,38351910.49025422,39882410.825892515,86773041.9845906,113327243.33846076,43589374.51780248,80336007.50549635,1405921.194165003,36676647.05577064,15058314.606885105,96914380.27304867,11802996.382778037,10394756.865864381,55360683.250190996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79489179.17471139,13313750.245251697,116785273.64916722,61732135.05045973,121755853.61699557,38976150.298828945,50324428.27271711,120651306.3481353,48784450.38370152,32423695.87000264,45525502.56472547,94925456.8217736,86180913.26712602,91343911.28298053,30899245.099891264,21064689.12884375,45785239.91410809,123310291.5934825,58578882.38138401,51666748.68788315,7301883.654229418,59812977.07497715,14663272.156275878,100800393.67948715,23655042.874075625,66842153.11876637,105298010.59019388,97750626.6394418,9977521.218088988,75558874.69972241,48080149.76433833,48103977.68644666,16512760.299331026,24635424.41199088,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72106678.54794368,109452986.2576489,17265458.160883766,5455372.413018957,9791964.807367602,95238136.34591883,50579821.910853654,118707992.14189479,5630015.579757496,46493150.10503825,109774987.66477486,12411350.871492477,107347245.02014205,24359228.10488986,116057304.99652041,44218194.987713724,76295230.73879783,48118177.34303924,97258000.78829585,55107961.78493264,63768648.97304401,81216436.55041003,89634661.63563284,88579341.78940938,92900126.65355615,30094111.309198134,9971288.219968505,71389137.61823319,4329110.879160496,26425168.763222072,64712965.68099194,55626645.58542432,119454612.2751242,98449276.56544863,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105350470.71660714,99581498.71637174,96149143.3267074,14000256.165215269,8918877.68121694,78816638.37168282,72987279.877467,93639494.13247472,31510196.453351833,9983049.383350419,83345129.62587987,8380311.705581662,90221344.16767739,23092378.055611815,117802853.48993298,55237580.486741625,12261889.094849428,64860791.49133349,34207408.40220098,42270594.67249332,48212228.13787809,42556267.339599,117596545.5039184,27091125.839545242,12075346.881274676,105507871.4169438,111177405.7761157,79576631.45398037,94292097.88449448,26924540.805910666,42038640.91309119,97184830.70482554,114269205.7460779,101387769.04835907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
45229823.584597826,24306482.139637772,103020680.54409051,35682747.05326643,81455803.24020773,90121679.71952409,10815876.309978116,119610633.38081531,53791346.05420407,3599950.0757587855,34209902.49629885,91735887.92572078,82070362.39422143,43100096.37385056,5666639.132397709,96505446.95011742,63913905.16506063,108501077.66602603,77252638.23346825,79988851.69021326,45537509.60792894,119792442.0073756,53716413.71908399,76102367.21290506,96497013.30477363,62597199.18199097,88432557.31302872,113430218.87898934,52260820.61263462,64052942.47870596,65918924.86400866,99523017.49139155,23334938.179948907,15107971.24046391,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22370543.5199789,84312717.98171908,93154798.11665577,75022128.46956925,66215861.943015136,61611310.82735531,45959357.76949352,4156654.777792502,98245261.72591269,115502554.79979217,30147112.244854387,110111281.68733704,84840849.86018492,23410576.578352466,87067723.91735135,79184849.81891082,31666669.968106143,48465074.286764786,83049492.92051724,45418051.14482798,10241957.896516992,2716347.5774896103,91520737.02798514,55932949.0035043,116601960.88637267,5613748.318721795,47496136.67822876,118700638.53107433,75409101.10987869,102923706.01842538,64024912.197431736,59799457.7982437,10204209.658259664,115450606.94430672,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
